Wavelength(nm),Slot0Ch1,Slot0Ch3,Monitor
1542.2,-0.9906129837036133,-34.59086608886719,-5.436378479003906
1542.3,-0.9924700260162354,-34.63047409057617,-5.434380531311035
1542.4,-0.9962403178215027,-34.63755798339844,-5.437502861022949
1542.5,-1.0007646083831787,-34.66484832763672,-5.451642990112305
1542.6,-1.0018610954284668,-34.640201568603516,-5.441126823425293
1542.7,-1.0041595697402954,-34.55646896362305,-5.448886394500732
1542.8,-1.0093718767166138,-34.47845458984375,-5.464824199676514
1542.9,-1.0152465105056763,-34.5048713684082,-5.443628311157227
1543.0,-1.0150913000106812,-34.534400939941406,-5.460426330566406
1543.1,-1.0151543617248535,-34.57685470581055,-5.456785202026367
1543.2,-1.0121675729751587,-34.678470611572266,-5.450766086578369
1543.3,-1.0058867931365967,-34.70452117919922,-5.434754848480225
1543.4,-1.0019625425338745,-34.69624328613281,-5.442502498626709
1543.5,-1.0004762411117554,-34.713130950927734,-5.434130668640137
1543.6,-0.9970059990882874,-34.74437713623047,-5.420170783996582
1543.7,-0.993661105632782,-34.742523193359375,-5.440626621246338
1543.8,-0.994145929813385,-34.67766189575195,-5.430387020111084
1543.9,-0.9910663366317749,-34.555702209472656,-5.425649642944336
1544.0,-0.9906539916992188,-34.47368240356445,-5.428142547607422
1544.1,-0.99205482006073,-34.5474967956543,-5.438876628875732
1544.2,-0.9896846413612366,-34.66828918457031,-5.431010723114014
1544.3,-0.9838542342185974,-34.70750045776367,-5.422784805297852
1544.4,-0.9816386103630066,-34.70354080200195,-5.426522254943848
1544.5,-0.9802790284156799,-34.69046401977539,-5.4006781578063965
1544.6,-0.9728495478630066,-34.612361907958984,-5.403279781341553
1544.7,-0.9728312492370605,-34.615596771240234,-5.406752109527588
1544.8,-0.9716628193855286,-34.71834182739258,-5.406131744384766
1544.9,-0.967414379119873,-34.71682357788086,-5.38769006729126
1545.0,-0.9666987657546997,-34.64368438720703,-5.4029083251953125
1545.1,-0.9709935784339905,-34.62591552734375,-5.3922624588012695
1545.2,-0.9715308547019958,-34.68696975708008,-5.3868255615234375
1545.3,-0.9709467887878418,-34.62071228027344,-5.389296054840088
1545.4,-0.9694637656211853,-34.56686782836914,-5.401545524597168
1545.5,-0.9655035138130188,-34.59552001953125,-5.380285263061523
1545.6,-0.964499831199646,-34.61597442626953,-5.378929138183594
1545.7,-0.9643409252166748,-34.618038177490234,-5.388925075531006
1545.8,-0.961807906627655,-34.58772659301758,-5.379299163818359
1545.9,-0.9587715268135071,-34.54463577270508,-5.386455059051514
1546.0,-0.9616965055465698,-34.51265335083008,-5.386455059051514
1546.1,-0.9621460437774658,-34.523643493652344,-5.392138481140137
1546.2,-0.9649325609207153,-34.62214660644531,-5.379299163818359
1546.3,-0.9730470776557922,-34.63112258911133,-5.416315078735352
1546.4,-0.9775304198265076,-34.6267204284668,-5.410351276397705
1546.5,-0.9800108671188354,-34.63295364379883,-5.392880439758301
1546.6,-0.9852828979492188,-34.60730743408203,-5.4132080078125
1546.7,-0.9895843863487244,-34.53276443481445,-5.411717414855957
1546.8,-0.9865974187850952,-34.452205657958984,-5.3990678787231445
1546.9,-0.9861944317817688,-34.50851058959961,-5.405635833740234
1547.0,-0.9854755997657776,-34.64780044555664,-5.413704872131348
1547.1,-0.9809144139289856,-34.74898147583008,-5.389913558959961
1547.2,-0.9777795076370239,-34.78731918334961,-5.389296054840088
1547.3,-0.9774488210678101,-34.73958206176758,-5.406752109527588
1547.4,-0.9760443568229675,-34.72267150878906,-5.395601749420166
1547.5,-0.9746977686882019,-34.707088470458984,-5.38139533996582
1547.6,-0.9774314165115356,-34.59022521972656,-5.407744884490967
1547.7,-0.9768845438957214,-34.57474136352539,-5.3918914794921875
1547.8,-0.9751463532447815,-34.622840881347656,-5.394240856170654
1547.9,-0.9747107028961182,-34.61583709716797,-5.407496452331543
1548.0,-0.9730303883552551,-34.5980339050293,-5.3985724449157715
1548.1,-0.9694840908050537,-34.645957946777344,-5.382875442504883
1548.2,-0.966600239276886,-34.69636154174805,-5.395354270935059
1548.3,-0.9650710225105286,-34.69277572631836,-5.388060569763184
1548.4,-0.9648111462593079,-34.65731430053711,-5.38769006729126
1548.5,-0.969089150428772,-34.62083435058594,-5.396963119506836
1548.6,-0.9730657339096069,-34.64413833618164,-5.395106792449951
1548.7,-0.976751983165741,-34.60032653808594,-5.387813568115234
1548.8,-0.9821869730949402,-34.51083755493164,-5.395601749420166
1548.9,-0.9875659346580505,-34.52859115600586,-5.414201736450195
1549.0,-0.9872828125953674,-34.609649658203125,-5.388184070587158
1549.1,-0.9859426617622375,-34.65388870239258,-5.400182723999023
1549.2,-0.9836159944534302,-34.64387893676758,-5.395725727081299
1549.3,-0.9809014201164246,-34.61080551147461,-5.384850025177002
1549.4,-0.98027503490448,-34.6476936340332,-5.3862080574035645
1549.5,-0.9814428687095642,-34.68031692504883,-5.397829532623291
1549.6,-0.9816069006919861,-34.65144348144531,-5.383739471435547
1549.7,-0.9834811091423035,-34.69919204711914,-5.3890485763549805
1549.8,-0.9860475659370422,-34.71736526489258,-5.407496452331543
1549.9,-0.9831710457801819,-34.64051055908203,-5.397210597991943
1550.0,-0.9799508452415466,-34.61448669433594,-5.39164400100708
